Finished step 193 of 5004 in epoch 0,loss=5.353, acc=0.008 (719.958 img/s).
Finished step 194 of 5004 in epoch 0,loss=5.337, acc=0.008 (799.315 img/s).
Finished step 195 of 5004 in epoch 0,loss=5.346, acc=0.012 (726.584 img/s).
Finished step 196 of 5004 in epoch 0,loss=5.399, acc=0.008 (751.491 img/s).
Finished step 197 of 5004 in epoch 0,loss=5.367, acc=0.008 (758.172 img/s).
Finished step 198 of 5004 in epoch 0,loss=5.391, acc=0.000 (665.123 img/s).
Finished step 199 of 5004 in epoch 0,loss=5.312, acc=0.008 (729.419 img/s).
Finished step 200 of 5004 in epoch 0,loss=5.599, acc=0.000 (779.068 img/s).
Finished step 201 of 5004 in epoch 0,loss=5.424, acc=0.012 (727.546 img/s).
Finished step 202 of 5004 in epoch 0,loss=5.340, acc=0.016 (636.801 img/s).
Finished step 203 of 5004 in epoch 0,loss=5.338, acc=0.008 (649.936 img/s).
Finished step 204 of 5004 in epoch 0,loss=5.419, acc=0.000 (371.797 img/s).
Finished step 205 of 5004 in epoch 0,loss=5.387, acc=0.008 (940.289 img/s).
Finished step 206 of 5004 in epoch 0,loss=5.359, acc=0.012 (797.255 img/s).
Finished step 207 of 5004 in epoch 0,loss=5.395, acc=0.000 (634.958 img/s).
Finished step 208 of 5004 in epoch 0,loss=5.349, acc=0.012 (699.319 img/s).
Finished step 209 of 5004 in epoch 0,loss=5.366, acc=0.004 (773.604 img/s).
Finished step 210 of 5004 in epoch 0,loss=5.302, acc=0.004 (705.056 img/s).
Finished step 211 of 5004 in epoch 0,loss=5.527, acc=0.000 (655.459 img/s).
Finished step 212 of 5004 in epoch 0,loss=5.369, acc=0.016 (672.181 img/s).
Finished step 213 of 5004 in epoch 0,loss=5.463, acc=0.012 (676.432 img/s).
Finished step 214 of 5004 in epoch 0,loss=5.412, acc=0.004 (690.170 img/s).
Finished step 215 of 5004 in epoch 0,loss=5.377, acc=0.004 (730.766 img/s).
Finished step 216 of 5004 in epoch 0,loss=5.330, acc=0.000 (718.933 img/s).
Finished step 217 of 5004 in epoch 0,loss=5.382, acc=0.004 (725.831 img/s).
Finished step 218 of 5004 in epoch 0,loss=5.538, acc=0.004 (717.880 img/s).
Finished step 219 of 5004 in epoch 0,loss=5.372, acc=0.004 (630.187 img/s).
